device_id,last_payment_date,first_name,last_name,amount
89f51f14-cf79-4982-a47e-1b6f781c4e88,2019-12-07 06:54:04,Angela,Foston,139.12
d3702cc3-a01b-4ecd-a6d8-a3e18dfe1f55,2020-01-21 01:02:26,Renae,Prendeguest,185.59
8c312d34-0866-4c7f-80a8-9fafd42b637d,2019-12-15 18:14:18,Hillyer,Aukland,527.08
61bc0a20-565b-47ac-8cac-5d7c6e2763f0,2019-10-20 21:07:18,Leslie,Vitler,282.36
b8a8598f-ee02-4a6c-9718-384830469419,2019-11-17 04:20:49,Kerby,Ackland,274.50
6cfbd6df-6d35-4ece-8214-a740b52276ec,2019-12-20 18:29:05,Caresse,Dukelow,36.53
3930e28e-f2c1-4b7a-a090-264e61913d93,2019-12-23 11:25:49,Lorelle,Broscombe,569.83
f6cdd19d-ceaf-4908-9753-943054d17ca8,2020-02-02 15:24:39,Nariko,Oakwell,84.77
c333f551-baa7-4a86-8cc6-45e75da86604,2020-01-17 05:27:37,Shelia,Ginley,164.37
b9ba0cdf-7f8a-463e-8baf-dc32b263ea29,2020-02-03 17:29:01,Alma,Verrechia,583.96
96bfcd08-7213-4b9e-8c4d-f562e2f73e75,2019-11-27 19:20:35,Greta,Uccello,584.04
e1a34470-649f-4709-af82-1fb74a6da19b,2020-01-07 14:38:06,Adelle,Veness,330.14
728ded7b-fe25-4a63-99df-564bffed168a,2019-11-19 04:20:50,Consolata,Fleming,231.33
65af2df2-617c-493d-8388-e7ad9f6625a0,2019-10-25 07:17:59,Verna,Isgate,431.40
25076ae8-1b95-4004-b7ef-5eaa9568a09a,2019-12-22 12:00:01,Falito,Heppner,183.53
21c030df-3f4d-4332-b2a9-75ce6979bd15,2019-10-10 05:05:46,Annamarie,Poutress,326.46
a072654c-bc77-4324-8704-fb186d7dd3fe,2020-01-24 10:21:28,Ellis,Simonutti,458.49
b95b84bc-2e73-4e0e-8f4b-84e1de101913,2020-02-01 18:17:48,Theobald,Samter,310.69
9076aff2-fd37-4f20-8969-fc27cf9088ac,2019-12-19 23:04:03,Sibylle,Beach,211.22
4bd54cdf-d761-4047-9948-269290c54ce4,2019-11-02 06:07:30,Delmer,Mallinar,298.55
837d3db1-a095-4d15-ae46-bb100fbd70c4,2020-01-17 14:17:47,Susie,Somerfield,554.62
2d05ed7e-1a77-4daf-9951-97627787e1c7,2020-01-12 23:59:23,Marchelle,Smedley,295.30
86bf8c7f-95b0-44c7-8213-e20baf96d7e9,2020-01-01 02:21:16,Everett,Blampey,203.09
d30d847a-6a57-4059-8181-6742fee802b7,2020-02-01 15:26:06,Bathsheba,Allcott,587.49
cc8f2a9c-d8c5-471a-94d3-cf7acc878be5,2020-01-28 05:43:29,Sapphire,Pruvost,113.06
76050fac-e0cd-45b9-b348-a2c1a0034d1b,2019-11-22 07:02:43,Kameko,Beekmann,314.45
cf6ef7d8-1dd2-4e16-8634-1fc9bd375011,2019-10-26 06:11:25,Shanna,Brisbane,28.13
9687783a-8775-4e1f-8567-22f4cbb84852,2020-02-05 04:58:59,Ange,Pettecrew,119.82
0ada84c1-5f1e-4e08-bea5-29ab48ef9a74,2019-11-20 20:21:58,Jody,Leon,525.33
7b742185-e8fb-48f1-9359-f4755ebac42d,2019-12-30 01:00:18,Luella,Wannop,539.57
37276461-fa98-473f-9486-61af4988321c,2019-12-12 05:53:56,Jordan,Ninnotti,492.67
d3b36883-dd21-40a5-86c0-c7cf45c60e9c,2020-01-28 21:29:16,Harry,Brittle,223.30
45dc54b6-d51b-4aa9-a47e-a12b120d2c05,2019-11-12 09:54:08,Bruis,Tabb,158.88
a5c984a7-258d-4059-bb24-4732e6eee343,2020-01-27 20:35:24,Riley,Isakowicz,355.26
640342c4-0c7e-4c80-b41e-f54f3f5120e6,2019-12-27 09:14:02,Cherilynn,Wilce,108.48
d612868d-3bd7-462d-8bfd-517e0940c4be,2019-10-15 21:13:52,Maryjo,Cunio,533.10
79b56a85-6c81-4327-b312-49d038d9bcdb,2020-01-17 11:39:22,Winny,Cork,152.22
9c716ab1-d1ef-4b18-b4e8-54a0cabf1353,2020-01-01 15:30:24,Elsa,Caulton,598.22
7c9cde2f-c1da-47ea-8fc6-9239b87ee143,2020-02-07 18:58:30,Cookie,Barsby,212.93
b2cebcdc-699e-4194-b877-07ae349c4065,2019-11-13 02:35:27,Shannan,Nial,447.12
23f8daae-fc6e-4df0-98cc-5f53e5812a7f,2019-11-26 10:42:52,Brigit,Renzini,560.50
e1d2246f-6f25-42ff-92b9-bbf0e7c01501,2019-11-11 00:52:52,Kylie,Almey,493.58
9470a43a-9060-4c3e-b06d-cf4796d774f2,2019-10-01 08:46:18,Abbye,Leathlay,521.04
e9d24ec0-a866-49eb-9d96-bbf4486b842e,2020-01-31 03:22:10,Jemimah,Aleso,434.14
72588893-f9d3-4ea0-a7e8-a7ff3d48c08e,2019-11-13 15:42:50,Giffard,Tyson,91.72
febffa1c-d877-49db-8654-60985a8f6789,2019-11-22 15:19:53,Sheff,Comins,554.40
46f8d349-85b4-4c3a-9e72-cf27a195f992,2019-11-15 09:01:54,Osborn,Steedman,552.11
62b2ec23-f857-4ddc-8a14-6bffedd4fbc8,2019-12-29 05:39:59,Edd,Bachura,368.86
0158c329-57f0-43f7-bdbe-d987dafbd919,2019-12-14 05:53:59,Aloysius,Kalinsky,232.77
e0b4a2f0-5ae8-45cd-82b2-36f68679c937,2019-11-26 14:04:01,Karalee,Keynes,541.18
ff28e8a6-e736-44cb-8c03-be26ef0a7c23,2020-02-07 09:04:40,Marlo,Galey,358.68
bebb093d-8b6b-45ec-a9df-b2396c4c0502,2019-10-01 19:20:30,Kerwinn,Tremonte,28.72
bcb8e1df-cac9-4cef-8ed3-b7c8f7815a01,2020-02-05 05:54:13,Janessa,Foulgham,339.00
89002a4f-3278-45e1-96e3-bc916b45afca,2019-12-17 16:44:33,Justin,Carlile,574.72
dd3c3e40-4bd6-496a-93d1-2a9f282d2127,2019-11-26 21:17:25,Scottie,Kenen,186.43
4cc4a6f1-f430-4ba1-a324-8868baed477f,2019-12-23 01:55:16,Carlynn,Darter,446.43
cded022a-5428-4725-bf16-1b8025a12eae,2019-11-06 13:43:58,Madlen,Mattingley,230.22
ff32bc05-1c81-4dc3-8eb6-df7d2f4183ec,2020-02-05 18:25:42,Alvie,Wickey,314.05
53da98c8-1eea-400e-84b3-7d91d6a7aa98,2019-11-18 01:52:25,Hi,Clutheram,440.73
99f00a4b-eba7-47ca-ac31-028e36842db3,2019-11-17 16:24:03,Antonia,Palffrey,190.62
21db995d-242a-4e3c-b955-eea84d680f6d,2019-12-21 20:25:16,Elden,Cornbill,341.33
95293559-b747-4299-8e34-673e05d857e5,2019-12-10 16:30:58,Maddie,Coldbathe,153.36
ab52b945-6e0d-4d51-985e-676d526eb215,2020-01-27 00:17:28,Rube,Wardlaw,354.37
b4e6d704-b741-4b1a-a252-3f323e565934,2020-01-06 23:43:04,Neila,Netti,109.45
7c2343d9-9b39-4c54-accb-d27e755c5f7c,2019-12-30 01:26:04,Joline,Patrie,361.38
36a441d3-04a6-4d76-814c-a4f5b34a6c60,2019-11-08 03:50:24,Mal,Jarrad,349.25
1545df43-e2b2-4111-a494-bebb5efe4d1e,2019-11-13 07:44:52,Margret,Pollendine,157.47
768cc945-50b0-4ace-a3f1-279bc194dd7f,2020-01-13 12:46:21,Ferdinande,Mico,342.62
336c91b7-b944-41df-ad8a-b272d8869e51,2019-11-23 03:55:39,Vonny,Rushforth,109.01
a848285b-77bb-4ff7-9a97-ad56633f2341,2019-12-06 02:42:32,Yule,Noel,388.90
e30bca31-59bd-4764-b979-d5ce746ea295,2019-10-01 09:12:59,Diarmid,Thurling,372.00
c895db27-5629-4fe6-a1b3-b24b4083691f,2019-12-20 02:39:08,Trever,Scamaden,106.01
e311deff-7286-4bab-a00a-e9e2b1a185f9,2019-12-06 03:57:55,Edee,Piatto,413.48
f06db0da-06a1-4059-900a-88b9d017caa2,2020-01-07 07:46:12,Maurise,Chadband,526.11
c04c95b1-b513-423a-901f-7027556e3c96,2019-12-30 15:35:26,Anna-maria,Ashton,448.96
9adbcd45-32fe-422f-be8f-4a9338a747c5,2020-01-01 07:57:43,Carmelita,Kilmurry,105.79
9f413f52-d814-4c31-95bc-2854397b92f7,2019-12-24 08:29:37,Sonnnie,Shelmardine,512.37
2b7c2be2-6d5b-48f0-9196-4ee32f869473,2019-10-02 19:50:26,Idalina,Tallowin,237.94
f7cc59c5-d850-443b-a02b-b15aa0e02ab8,2020-01-16 15:03:49,Misty,Synder,587.68
0a1a0dc5-2f39-4b70-852e-3501225aa3eb,2020-01-20 08:22:37,Jayme,Blaxter,194.91
9ae981e8-a5c8-4781-9790-7fb5ff14caca,2019-10-12 00:37:03,Genna,Morratt,175.77
c202c55f-2e20-4fdc-84c7-6683b9ead10d,2019-12-28 18:37:14,Royal,Parris,425.54
7030faab-ad81-402e-81ea-80d9931e2556,2019-10-09 07:06:09,Auguste,Churchyard,571.00
95c19730-b07a-407c-940d-80384b71cb2b,2019-12-19 08:28:00,Emelyne,Heimes,56.42
1f94973b-90c1-49db-b702-47fec16dfb5d,2020-01-09 20:13:44,Floria,Hathway,356.92
4de4c3b0-f36d-486b-a2e9-59596b2bde2d,2020-01-11 16:49:02,Ianthe,Lazell,260.14
1ba2c1a4-67b7-43be-8d8f-e6bc251d7561,2020-01-27 22:08:00,Dori,Graddell,70.64
bf072c9f-0bb1-4619-9c05-1e76dabd2351,2020-01-04 23:53:32,Alys,Measey,215.72
9808cebb-17c9-4347-84d6-e0798f74ee0b,2020-01-31 10:49:59,Seka,Emilien,70.80
7cf4e5eb-f1e8-4442-ace3-9ec89fb51e46,2019-10-26 17:27:24,Rosemonde,Alison,64.20
f07e0d06-30a9-48ba-aeb5-c9b4c34d410a,2020-01-29 15:36:15,Sada,Allsopp,86.78
28cb2948-3585-47fa-a320-6b966f36a297,2019-10-16 10:16:18,Geralda,Joss,188.35
bcea9ec3-bbb8-4af2-ae1f-b012940c38fc,2019-12-14 17:06:32,Esme,Obington,58.10
3b9b7ae5-de8e-47ae-9d06-4fae1cf50c1c,2020-02-08 13:22:31,Perren,Finker,534.64
81d3e222-402e-4fe6-87f9-46fd0a23e884,2019-10-17 16:32:16,Adrianne,Kibbee,264.17
b899b761-ad28-448e-a412-b06d22eba28a,2019-12-05 03:12:59,Gideon,Guiton,55.53
c53d1142-c7d2-4433-aa0a-2b53195137ae,2019-11-19 10:20:28,Ewan,Amery,448.91
3b9aeb7f-702c-4b8d-ade3-4ad9015f353c,2020-01-31 08:21:46,Belita,Hebbard,417.16
1eb3a9c0-fb58-4b3c-9796-7cbcb066aecb,2020-01-04 01:34:46,Kaia,Maloney,237.26
c25fb787-9657-439a-89cb-ea29233a3432,2019-12-22 15:29:15,Kirbee,Treadwell,56.47
0c548e3e-9475-4acb-91bf-122107644d8e,2019-11-20 15:23:06,Curt,Baumaier,122.99
0f5eefde-3188-4abd-b909-c086163be1a7,2019-12-23 19:30:42,Reina,Legrice,129.99
0231e959-22ce-4487-9033-1e9cfd734dbf,2020-01-08 14:12:11,Jameson,Skelbeck,250.14
348aa47c-9599-4c5f-b2b6-54dc22f2d0e4,2020-02-08 12:38:44,Pattin,Edwinson,294.37
32bcfca9-193f-4e8a-a890-502e0c8c3aae,2019-11-03 09:21:14,Erskine,Daglish,240.09
cbab834c-9366-4e1d-aac3-53c99b0115c3,2019-12-13 15:31:32,Emlyn,Dilnot,294.34
22ba2a8b-199b-4df2-a7b7-43b4163b8b90,2019-12-14 12:08:58,Daria,Pender,406.70
285314d4-72da-4d23-a647-7174770ba2ab,2019-10-22 05:18:23,Euell,Pickering,95.92
c57277df-ff24-4bd2-8566-f8e34a800569,2019-10-20 23:27:33,Quincy,Lawrinson,129.94
ca1eda24-d362-4529-827f-cbcfeb33c9b0,2019-10-30 08:06:17,Manon,Cargon,578.67
ce7e58dd-8734-478b-b289-1802ece65d2f,2019-11-11 22:46:06,See,Niles,313.00
c5fc2ba6-f82b-444b-adbd-23e846da3151,2020-01-05 19:51:56,Boyce,Kearey,572.66
da97d685-4b68-45ea-a3ba-fb81a0417203,2020-01-16 02:41:26,Ahmed,Notti,557.22
e2e72fa4-49ce-4dfa-97d1-23b25e8ea35e,2020-01-16 19:51:36,Eliot,Yukhnini,434.19
80e2169e-10fb-4941-9f4c-e7b841d7744f,2020-01-17 23:32:55,Korella,Heinle,499.82
e9c35e28-c552-4bbb-ac49-78fcad5f90f9,2019-12-11 03:38:47,Mira,Lytton,377.86
237b8654-9e49-4eb2-8802-653cc68d94e3,2019-10-14 15:00:39,Selie,Prosser,324.05
5974cf77-46ef-4853-86d6-02253cb1fe77,2019-11-09 01:29:59,Eadith,Ebbens,300.02
ef89c076-6975-4ced-b509-4b3d53f156e3,2019-11-27 06:04:51,Erin,Sale,185.31
f913c739-6aad-4f7e-892d-a9f3c484d0c0,2020-01-08 04:33:50,Wilfrid,Domerque,358.05
4b2b9b39-fa1a-4ed8-b2e5-80f57fb8a7a2,2019-11-13 16:19:39,Wake,Tangye,433.12
63673bf6-7fb5-4b23-ac67-e41f103d08c4,2020-01-14 04:09:32,Nadia,Corris,320.21
137034ac-0ab8-4302-9f34-db4819fe5eeb,2019-11-30 17:06:11,Edythe,Pavlata,128.04
15540d47-0b98-4a14-a183-c919bc89e7fa,2020-01-08 09:21:21,Nicolle,Phillpot,570.62
9db80087-f8f1-4054-b8a9-c6c64e503f4a,2019-11-14 03:26:06,Jean,Esmead,384.16
9bd20760-1e5a-4637-bc9d-55a65405ce80,2019-11-19 09:04:42,Jewel,Briance,308.41
e874af9b-5d6e-43c6-9031-de842caafa7f,2019-10-29 11:20:48,Nikolaus,Comizzoli,412.25
d08d4b0a-c175-4ead-a1ea-af39cc7526b0,2019-12-14 05:55:46,Yale,Hanlon,136.20
801f97d7-a947-4dd5-997d-d59726e8ce81,2019-11-03 14:05:02,Morissa,MacRitchie,381.17
f9c94e20-c209-4c90-bebb-31597f56a0cc,2019-11-01 03:38:06,Riane,Baxter,161.35
d8b5632a-ff1a-4f4e-b05c-7cf5f82ba44b,2019-12-18 01:42:44,Ediva,St. Ledger,123.70
ab279628-f1c4-4a6a-b37d-d99d2678ad7f,2019-10-13 13:41:55,Dinah,Burchett,241.46
2012cb8b-4745-4a54-b4f6-ef9e000499f3,2019-11-02 16:21:29,Ignazio,Ferreras,347.22
6dd3afc3-8d57-4d6f-adc4-9e63eac74132,2019-10-11 22:03:33,Rozelle,Selly,519.06
eea2a8fb-bc64-45fc-8ec2-de8752999dab,2019-11-11 00:56:59,Rosalyn,Bolstridge,337.97
17b35210-8d0a-4021-982a-60ee3ea6fb41,2020-01-18 16:13:35,Loella,Daborne,102.73
305431ad-7287-4115-b162-225099b114a4,2019-11-30 14:00:08,Gerome,Mannering,276.04
90ad177e-cdbd-455a-b428-6459e76b8cdf,2019-11-12 18:57:37,Tod,Ferney,414.48
be29aa32-efc9-43b8-aeae-d8e117634584,2019-11-01 01:12:55,Daveta,Pickring,229.16
3875d3c2-aa0d-44d6-a6ba-65d2cfe4e15c,2019-11-14 00:46:33,Trudey,Haselhurst,263.68
b5004652-1f0c-4b4e-b9e6-34f6b19bc18e,2020-01-23 00:20:10,Elihu,Martinho,264.87
00a9da68-9db1-4499-8204-4f76be634ea4,2019-12-15 22:28:18,Pinchas,Boother,448.33
5d279f95-9570-4a9b-a966-fa1f96bc8856,2019-10-10 16:39:23,Myrta,Childerhouse,309.96
51d23538-33ac-4346-93d1-c0d895fe1c2f,2019-10-31 09:59:41,Mord,Beecraft,205.98
78f52bd0-68cf-488f-afec-c785caa2f28d,2020-02-03 09:49:44,Monte,Holhouse,571.72
9985d3d0-332b-405b-8fee-de2bf7181e69,2019-11-12 19:01:27,Adah,Moorerud,79.52
06662e0c-5c63-42dd-9339-db82a36695d3,2019-11-18 19:11:51,Khalil,Moulding,47.54
2254a45b-0877-4154-a6fd-e8cae3888ea9,2019-12-03 04:21:40,Chase,Giacometti,516.12
3a42103b-7732-488d-badc-66eb3405438a,2019-11-09 06:59:19,Gran,Stambridge,268.56
e49c02d8-2857-4da7-a36b-9a26f279ea1c,2019-11-26 17:34:00,Daile,Pawlowicz,276.56
56a4093d-e7b2-416b-85ae-121d2ae6b91b,2019-10-04 11:07:14,Bryna,Jarlmann,580.68
cf79e680-7f7a-4a09-aca3-d3a4566d29de,2019-11-30 17:13:35,Joshua,Pasmore,396.25
876ae1cd-3740-47ac-9951-5518f296cc92,2019-11-06 18:13:10,Ranee,Piken,85.56
0a226961-1106-4e69-b2d2-e05981da7790,2019-10-15 18:09:00,Roxie,Hyne,139.12
4975db09-ffb7-43d3-a06c-2805824741d4,2019-11-17 21:36:45,Darline,Ironmonger,522.36
03f2ae83-fa49-43cf-9f9b-b4c4416e5d79,2019-10-01 12:48:29,Debi,Stobbie,119.59
baf14fe8-0f67-4924-a109-0e4edae503d0,2020-01-27 14:46:19,Bunni,Touson,255.10
9bc9b47b-f280-46ca-8fe1-8368d70883da,2020-01-08 23:51:10,Bren,Irnys,141.37
6edf1b1d-a08b-4ec5-b83e-90b22c138562,2019-11-18 11:54:49,Piper,Akeherst,215.60
7254c883-2da9-4ea4-9e20-0137e722951f,2019-11-30 07:24:33,Abramo,Beaford,435.32
cf819d7a-7d2c-48d1-9b28-6520b9803419,2020-01-07 00:55:12,Constanta,Thorndycraft,229.51
7ae8277f-2185-43ef-a0e8-1f40d12b69eb,2019-12-30 11:34:23,Abel,Cleve,325.74
30453135-6aa5-4232-a76b-b25145fb761a,2019-11-19 09:18:59,Danni,Huyton,187.33
d2e22e03-829e-462d-82b2-e55b8693462a,2019-10-16 19:29:03,Lexis,Evans,408.60
175eb50a-af05-4b34-8b92-22ef2551f026,2019-12-30 02:18:47,Aylmar,MacDearmaid,31.34
61bf21c7-495d-4389-bed4-0118286ac5b0,2019-10-20 21:09:07,Kahlil,Jory,154.92
b876c7ef-85c4-45be-b8df-c4615bdbb426,2020-01-31 04:18:35,Dill,Geany,300.59
af77509f-1119-40ef-9abf-b092e02ac7a9,2019-12-29 07:46:06,Edwina,Orpin,75.10
510f689c-e26e-48f9-94ce-f2b1af48a39a,2019-10-23 10:23:22,Haslett,Qualtro,426.46
a695d68b-a8ab-46ac-b006-417e326177b7,2019-12-23 21:14:18,Clywd,Surgey,468.70
16edc29c-314e-448c-820d-bbf25a2126d4,2020-02-03 10:40:43,Daryn,Jaulme,531.36
acc12d9d-938d-4f5b-8483-f3fdae0d94f2,2019-12-26 23:50:09,Wash,Gillian,593.95
e59451ab-7717-440b-958f-b47abd6e0dd8,2019-12-30 19:59:08,Janene,Poulton,371.87
9feec182-3921-432f-9358-b607a7d80d36,2019-12-26 18:21:18,Doloritas,Bruckmann,453.75
a1b7204a-0fb8-4a6c-8c02-a6af2e9546be,2019-11-14 22:31:35,Gerick,Sember,195.26
f23926aa-a47a-421e-b046-fa2572d08532,2020-02-03 15:49:18,Britt,Martignoni,157.04
80528be6-f782-4c92-98fa-8413b31d45ff,2019-11-10 13:16:39,Blancha,Duncanson,160.98
2a7c2612-8571-4543-9937-7ec2dd68155b,2019-12-24 23:46:30,Aime,Jevon,570.52
44155e83-b624-4a84-b5ec-1d1e5769d1c7,2020-01-17 12:52:51,Liesa,Marval,509.78
ff08384a-3e42-4f12-93e6-86b7f7b30fdf,2019-10-29 07:58:56,Cherilynn,Celand,117.01
1dce317f-adeb-4b35-ad44-a4baeb21088d,2019-10-04 12:09:39,Billy,Plan,99.28
3edf35de-35e3-4125-8d41-13a9060950ea,2019-10-13 12:38:56,Gerry,Lovell,343.27
a7ff831f-c76d-4abf-8e68-0174e4c02179,2020-01-29 13:16:07,Diahann,Stickings,117.47
73cc5447-fdd1-4ddb-98fe-3af0fc181d99,2019-11-24 02:46:00,Thaxter,Leishman,441.43
31aca979-1917-4df1-9b98-c52b5d6ab46c,2019-11-13 02:30:28,Jeffie,Citrine,134.34
0322ee7c-e371-4551-ab5d-2f4d73235a2b,2019-12-17 08:08:33,Margarethe,Laydon,269.05
c2147dd2-6ebb-4cb5-a09b-1366be836072,2019-11-28 13:07:22,Merell,Pendlenton,504.83
a1015ead-b3bc-4c62-8dca-f7201b7df808,2019-10-17 15:01:06,Broddie,Kirwood,71.22
84bf1930-3d14-4fd4-830b-5a2cdeba3390,2019-12-09 12:40:04,Karena,Chevolleau,270.08
cd843576-b1be-488d-a397-a777ab99c074,2020-01-22 23:42:21,Kylie,Dany,371.87
d946ae6e-e447-48b4-8838-75898dadbf68,2019-11-14 07:30:35,Palmer,Hove,178.40
d3f09ae8-af6f-4df7-bedd-89911f261c21,2019-11-07 17:20:27,Dalenna,Fick,176.01
c43f5695-c7bb-482b-a671-93c4097f6b96,2020-01-30 20:34:02,Preston,Savery,42.31
89f116f3-8eaf-40a1-8728-d5d562ef4807,2019-12-09 03:42:01,Hester,Wilshin,431.80
c061c0f7-e181-41d8-a485-2c4f8c6e89f3,2019-10-07 08:47:33,Denys,Burney,437.79
3cd84d67-f9ef-42c8-a112-1f3b0d5f878c,2019-11-27 09:14:29,Lenette,Sneath,184.28
38390165-18aa-4766-b272-9fb093482d9d,2020-02-06 16:05:17,Almire,Petche,373.75
eccb22fa-2498-4c11-a182-fd539276279d,2020-02-01 14:38:17,Christiano,Laxston,200.17
c705069c-618b-418c-9e29-47cdef281e36,2019-12-25 08:09:31,Ekaterina,Hemshall,292.16
e182dd07-bdbb-40f3-bc97-f0455e2f9036,2019-11-13 08:15:08,Haroun,Rochelle,21.32
a777a31d-73bc-47d4-9c5b-8f8c327061ca,2019-12-29 15:09:04,Wilona,Killgus,114.16
2f231cea-72ce-4379-8d24-28c3fb56cca7,2019-12-30 09:23:29,Torie,Morad,569.58
6eeb872c-2d1f-4332-b00c-5e843e5f3edf,2019-11-14 08:01:29,Marve,Tunney,429.73
217c4d88-60f0-4a54-9ccb-063e062873ae,2020-01-06 21:59:54,Harrietta,Claxson,302.07
fe54d8ce-7a32-4665-acdf-ba1ae7cb8142,2019-11-09 15:53:55,Jemima,Houson,466.97
9508eaa0-900a-4a91-8223-80d397bcb544,2019-10-16 07:51:34,Pierce,Argont,206.41
8a719392-665b-47e8-ac1c-61edb02f0d49,2019-11-30 21:56:34,Phoebe,Bazire,353.34
9452c639-a2f5-426d-9076-86fe98088e75,2019-12-05 09:33:33,Dolores,Lamont,123.82
ac1546e2-3c63-4e61-bb38-808f35c1fb4b,2020-02-07 11:39:10,Lorelle,Leasor,306.54
dd284a06-98e4-4e1d-8585-0b3bfc96e9d4,2019-12-04 09:35:23,Margarete,Cuthbert,300.40
21fbdaa5-0ae6-4341-aea9-ef002684225b,2019-11-16 01:31:07,Nichols,Groome,47.08
b11dac95-0ae9-4e80-b00a-cb0f750d5b3d,2019-11-07 13:33:45,Vernice,Clyma,567.15
38aef541-bf92-4b33-a255-92f326efa53f,2019-11-03 18:55:28,Fanny,Chestnutt,326.70
ce1e963f-a6bf-43a2-8884-52f464a9ddb8,2019-12-15 02:03:42,Lothaire,Edinburgh,230.87
edc960ae-9575-4de4-84d3-028f3cae1fb1,2020-02-03 16:46:21,Alford,Doughartie,410.88
abba825d-84f9-4abf-b2fd-0f24c401f5a4,2019-11-04 01:15:11,Trev,Cassel,208.29
b3374c84-5d75-4c1d-8361-3539a6f01dca,2020-01-25 09:36:18,Julietta,Reina,209.28
26920f4b-5b24-4479-bb54-4aa97aee0a8d,2020-02-01 21:32:10,Maighdiln,Thoumasson,568.67
4cebb49c-1c50-4638-be04-6ba7fb9e9b2c,2019-10-13 11:55:56,Bridgette,O'Hegertie,169.25
c6139b97-a24a-44eb-9cc0-5f15d3f7efa0,2020-02-05 23:56:19,Alastair,Sprake,514.90
7a82148f-9a4e-413e-a0a8-248218e49a6a,2019-10-06 19:52:32,Karlee,Yakubowicz,398.58
3d586fcc-a9f4-488f-aeec-6dead0da8b09,2019-11-23 08:59:31,Archaimbaud,Gaylord,152.19
9e9324b8-6ede-4f65-8af5-17e17c8cb93c,2019-10-12 02:46:53,Aeriel,Foffano,173.66
53512383-6095-4847-87eb-eb177902bd24,2019-10-24 12:13:29,Fabe,Fernez,375.27
3dcad4bf-d1b2-445c-9829-99fe6062f8a1,2020-01-28 14:48:18,Jerri,Ciciari,154.95
8d74cb65-95b8-43fe-8631-2880cbebdbe7,2019-10-08 16:48:44,Bowie,Redhead,339.00
997414d9-6fa6-4e96-9597-86bf35e3be9b,2019-10-02 04:16:27,Clementine,Werndly,544.78
f90ae01f-9c0c-4e6b-b132-85b6778c4c99,2019-12-30 17:55:47,Humfrid,Abels,92.89
9a4b66d6-ac23-4e35-9460-d36a5715f6a9,2020-01-04 22:47:18,Merrie,Symondson,337.74
5769be31-f122-43ea-9535-719293840048,2020-02-01 22:20:47,Edward,Garmans,523.13
ec52f92d-6569-471f-96ae-c184c849d80e,2019-11-03 19:27:46,Zollie,Weblin,457.01
08c4fdca-28e2-4009-8cc2-e244093a9438,2019-10-16 18:11:51,Barby,Ferran,178.35
